timestamp_s,window_duration_s,device_major,device_minor,read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,write_entropy_count,total_event_count,label
135922.994,10.0,8,16,1,0,0.00,0.00,0.00e+00,0.00e+00,0.000,0.000,0.000,0,1,0
135923.994,10.0,8,16,2424,2447,0.12,0.12,4.90e+05,4.99e+05,0.000,3.335,1.655,2447,4871,0
135924.994,10.0,8,16,4730,4871,0.23,0.24,1.86e+06,1.98e+06,0.000,3.335,1.966,4871,9601,0
135925.994,10.0,8,16,7259,7294,0.35,0.36,4.39e+06,4.43e+06,0.000,3.335,2.073,7294,14553,1
135926.994,10.0,8,16,9626,9626,0.47,0.47,7.72e+06,7.72e+06,0.000,3.896,2.063,9626,19252,0
135927.995,10.0,8,16,12116,12120,0.59,0.59,1.22e+07,1.22e+07,0.000,3.896,2.111,12120,24236,1
135928.995,10.0,8,16,14644,14675,0.72,0.72,1.79e+07,1.80e+07,0.000,3.912,2.154,14675,29319,1
135929.995,10.0,8,16,16880,16859,0.82,0.82,2.41e+07,2.42e+07,0.000,3.912,2.180,16859,33739,1
135930.995,10.0,8,16,18758,18794,0.92,0.92,3.04e+07,3.06e+07,0.000,3.912,2.199,18794,37552,0
135931.995,10.0,8,16,20643,20860,1.01,1.02,3.76e+07,3.85e+07,0.000,3.912,2.213,20860,41503,0
135932.995,10.0,8,16,22607,22824,1.10,1.11,4.69e+07,4.74e+07,0.000,3.912,2.225,22824,45431,1
135933.996,10.0,8,16,21798,22215,1.06,1.08,4.61e+07,4.72e+07,0.000,3.912,2.297,22215,44013,0
135934.996,10.0,8,16,21319,21585,1.04,1.05,4.77e+07,4.74e+07,0.000,3.912,2.303,21585,42904,0
135935.996,10.0,8,16,20396,20941,1.00,1.02,4.73e+07,4.78e+07,0.000,3.912,2.309,20941,41337,1
135936.996,10.0,8,16,19899,20371,0.97,0.99,4.89e+07,4.82e+07,0.673,3.912,2.345,20371,40270,1
135937.996,10.0,8,16,19058,19593,0.93,0.96,4.80e+07,4.72e+07,0.673,3.912,2.351,19593,38651,0
135938.996,10.0,8,16,18427,18786,0.90,0.92,4.66e+07,4.52e+07,0.673,3.912,2.350,18786,37213,1
135939.996,10.0,8,16,17854,18333,0.87,0.90,4.42e+07,4.39e+07,0.673,3.912,2.350,18333,36187,0
135940.997,10.0,8,16,17573,18169,0.86,0.89,4.25e+07,4.34e+07,0.673,3.912,2.349,18169,35742,0
135941.997,10.0,8,16,17380,17729,0.85,0.87,4.06e+07,4.08e+07,0.673,3.912,2.350,17729,35109,0
135942.997,10.0,8,16,17024,17500,0.83,0.85,3.78e+07,3.90e+07,0.673,3.912,2.350,17500,34524,1
135943.998,10.0,8,16,17014,17252,0.83,0.84,3.69e+07,3.70e+07,0.673,3.912,2.352,17252,34266,1
135944.998,10.0,8,16,16860,17093,0.82,0.83,3.57e+07,3.56e+07,0.673,3.912,2.353,17093,33953,0
135945.998,10.0,8,16,16777,17002,0.82,0.83,3.49e+07,3.48e+07,0.673,3.912,2.354,17002,33779,1
135946.998,10.0,8,16,16460,16864,0.80,0.82,3.38e+07,3.40e+07,0.673,3.912,2.353,16864,33324,1
135947.999,10.0,8,16,16452,16785,0.80,0.82,3.41e+07,3.34e+07,0.673,3.912,2.354,16785,33237,1
135948.999,10.0,8,16,16246,16727,0.79,0.82,3.29e+07,3.29e+07,0.673,3.912,2.357,16727,32973,0
135949.999,10.0,8,16,16170,16575,0.79,0.81,3.21e+07,3.20e+07,0.000,3.912,2.311,16575,32745,1
135950.999,10.0,8,16,16206,16537,0.79,0.81,3.22e+07,3.19e+07,0.000,3.912,2.319,16537,32743,0
135951.999,10.0,8,16,16245,16611,0.79,0.81,3.26e+07,3.25e+07,0.000,3.912,2.323,16611,32856,0
135953.000,10.0,8,16,15985,16720,0.78,0.82,3.18e+07,3.31e+07,0.000,4.523,2.328,16720,32705,0
135954.000,10.0,8,16,15747,16777,0.77,0.82,3.16e+07,3.35e+07,0.000,4.523,2.339,16777,32524,0
135955.194,10.0,8,16,15120,16383,0.74,0.80,3.01e+07,3.22e+07,0.000,4.523,2.348,16383,31503,1
135956.237,10.0,8,16,14265,14290,0.70,0.70,2.76e+07,2.47e+07,0.000,4.523,2.347,14290,28555,0
135957.238,10.0,8,16,12726,13517,0.62,0.66,2.55e+07,2.26e+07,0.000,4.523,2.350,13517,26243,1
135958.238,10.0,8,16,13094,13052,0.64,0.64,3.78e+07,3.31e+07,0.000,4.523,2.355,13052,26146,0
135959.238,10.0,8,16,12553,13451,0.61,0.66,4.26e+07,4.29e+07,0.000,4.523,2.363,13451,26004,0
135960.238,10.0,8,16,13020,13160,0.64,0.64,4.77e+07,4.61e+07,0.673,4.523,2.431,13160,26180,1
135961.239,10.0,8,16,12466,13572,0.61,0.66,4.45e+07,4.86e+07,0.717,4.523,2.430,13572,26038,0
135962.239,10.0,8,16,12732,13055,0.62,0.64,4.23e+07,4.27e+07,0.717,3.896,2.436,13055,25787,1
135963.239,10.0,8,16,13045,12905,0.64,0.63,3.73e+07,3.47e+07,0.738,4.609,2.432,12905,25950,0
135964.240,10.0,8,16,13146,12902,0.64,0.63,2.98e+07,2.48e+07,0.738,4.615,2.426,12902,26048,1
135965.240,10.0,8,16,13313,13631,0.65,0.67,2.06e+07,2.07e+07,0.738,4.615,2.419,13631,26944,1
135966.240,10.0,8,16,14558,15221,0.71,0.74,2.30e+07,2.50e+07,0.717,4.615,2.419,15221,29779,1
135967.240,10.0,8,16,15664,16255,0.76,0.79,2.59e+07,2.50e+07,0.717,4.615,2.419,16255,31919,0
135968.241,10.0,8,16,15405,16002,0.75,0.78,2.48e+07,2.45e+07,0.717,4.615,2.418,16002,31407,1
135969.241,10.0,8,16,15073,15527,0.74,0.76,2.36e+07,2.34e+07,0.717,4.615,2.418,15527,30600,1
135970.241,10.0,8,16,14676,15268,0.72,0.75,2.24e+07,2.30e+07,0.717,4.615,2.417,15268,29944,0
135971.242,10.0,8,16,14670,14963,0.72,0.73,2.27e+07,2.27e+07,0.717,4.615,2.416,14963,29633,0
135972.242,10.0,8,16,14558,14830,0.71,0.72,2.28e+07,2.29e+07,0.717,4.615,2.417,14830,29388,1
135973.242,10.0,8,16,14285,14827,0.70,0.72,2.25e+07,2.35e+07,0.717,4.615,2.431,14827,29112,0
135974.242,10.0,8,16,14279,14659,0.70,0.72,2.28e+07,2.35e+07,0.717,4.615,2.430,14659,28938,1
135975.243,10.0,8,16,13769,14724,0.67,0.72,2.15e+07,2.42e+07,0.717,4.615,2.433,14724,28493,0
135976.243,10.0,8,16,12253,15139,0.60,0.74,1.73e+07,2.58e+07,0.717,4.615,2.429,15139,27392,1
135977.243,10.0,8,16,10724,15738,0.52,0.77,1.33e+07,2.79e+07,0.717,4.615,2.423,15738,26462,0
135978.243,10.0,8,16,9386,16469,0.46,0.80,1.03e+07,3.03e+07,0.717,4.615,2.421,16469,25855,1
135979.243,10.0,8,16,8157,17338,0.40,0.85,7.84e+06,3.32e+07,0.717,4.615,2.416,17338,25495,0
135980.244,10.0,8,16,6907,17965,0.34,0.88,5.58e+06,3.52e+07,0.717,4.615,2.412,17965,24872,0
135981.244,10.0,8,16,5426,18644,0.26,0.91,3.45e+06,3.72e+07,0.717,4.615,2.408,18644,24070,0
135982.244,10.0,8,16,3949,19196,0.19,0.94,1.81e+06,3.88e+07,0.717,3.407,2.403,19196,23145,1
135983.244,10.0,8,16,2560,19711,0.12,0.96,7.50e+05,4.03e+07,0.717,3.407,2.394,19711,22271,0
